time,disp,force,step,test
4.24937,2.2767410000000003e-08,0.000139735992,0,0
4.25437,2.2918501e-08,0.00014223588,0,0
4.25937,2.3213633000000004e-08,0.000144756964,0,0
4.26437,2.3488384e-08,0.000147236619,0,0
4.26937,2.3893623000000004e-08,0.000149731907,0,0
4.27437,2.3977292e-08,0.000152308984,0,0
4.27937,2.4236256e-08,0.000154781387,0,0
4.28437,2.4506184000000004e-08,0.00015730262,0,0
4.28937,2.4816178000000002e-08,0.000159776517,0,0
4.29437,2.5194316000000002e-08,0.000162323129,0,0
4.29937,2.5394702e-08,0.00016482545099999997,0,0
4.30437,2.5523611e-08,0.00016733363199999997,0,0
4.30937,2.5864787000000002e-08,0.00016983429899999997,0,0
4.31437,2.6114398000000003e-08,0.000172373556,0,0
4.31937,2.6202245000000004e-08,0.00017488640899999998,0,0
4.32437,2.6506115000000003e-08,0.000177363214,0,0
4.32937,2.6799619000000003e-08,0.000179886781,0,0
4.33437,2.7038759e-08,0.000182393023,0,0
4.33937,2.7481414000000003e-08,0.000184894098,0,0
4.34437,2.743229e-08,0.00018739575,0,0
4.34937,2.7670873000000003e-08,0.000189932643,0,0
4.35437,2.7888096000000002e-08,0.000192437799,0,0
4.35937,2.8110471000000003e-08,0.00019493715599999998,0,0
4.36437,2.8399535000000004e-08,0.000197422964,0,0
4.36937,2.8677447000000003e-08,0.000199949351,0,0
4.37437,2.8951321000000002e-08,0.000202446188,0,0
4.37937,2.9307592000000002e-08,0.000204949546,0,0
4.38437,2.9369930000000002e-08,0.00020745599499999998,0,0
4.38937,2.9622267e-08,0.000210003096,0,0
4.39437,2.9977351e-08,0.000212498588,0,0
4.39937,3.0133345000000003e-08,0.000215013296,0,0
4.40437,3.009503e-08,0.000217521926,0,0
4.40937,3.0556681e-08,0.000219989719,0,0
4.41437,3.0720712e-08,0.00022254361599999996,0,0
4.41937,3.1048841e-08,0.000225008068,0,0
4.42437,3.1223001000000005e-08,0.00022754984799999999,0,0
4.42937,3.133318e-08,0.000230017365,0,0
4.43437,3.1492388e-08,0.000232585306,0,0
4.43937,3.1866815e-08,0.00023503848099999997,0,0
4.44437,3.2019095000000004e-08,0.000237583431,0,0
4.44937,3.2172466e-08,0.000240053769,0,0
4.45437,3.2572682e-08,0.00024256433699999997,0,0
4.45937,3.2893758e-08,0.00024507224999999996,0,0
4.46437,3.2997607000000006e-08,0.000247578413,0,0
4.46937,3.3267013000000004e-08,0.000250082379,0,0
4.47437,3.3459553e-08,0.000252559041,0,0
4.47937,3.3662275000000006e-08,0.000255155223,0,0
4.48437,3.3728993000000005e-08,0.000257623007,0,0
4.48937,3.4003037e-08,0.000260133012,0,0
4.49437,3.4335880000000005e-08,0.000262601818,0,0
4.49937,3.451956400000001e-08,0.00026513628899999995,0,0
4.50437,3.4791773e-08,0.000267634741,0,0
4.50937,3.4941556e-08,0.000270124911,0,0
4.51437,3.5168308000000007e-08,0.00027265691099999996,0,0
4.51937,3.5379098e-08,0.00027512234599999996,0,0
4.52437,3.5517884000000004e-08,0.000277687449,0,0
4.52937,3.5708959e-08,0.000280162412,0,0
4.53437,3.6056240000000006e-08,0.00028265755399999997,0,0
4.53937,3.6141926e-08,0.00028518217399999994,0,0
4.54437,3.6348571e-08,0.00028764126599999996,0,0
4.54937,3.6449309e-08,0.000290222593,0,0
4.55437,3.662198e-08,0.000292677314,0,0
4.55937,3.6937444000000004e-08,0.000295183093,0,0
4.56437,3.7038488e-08,0.000297673321,0,0
4.56937,3.709740200000001e-08,0.000300188892,0,0
4.57437,3.7399527e-08,0.000302763896,0,0
4.57937,3.7589407e-08,0.00030522262099999997,0,0
4.58437,3.7890148000000005e-08,0.00030772421,0,0
4.58937,3.8031743e-08,0.00031021539699999996,0,0
4.59437,3.8208753000000006e-08,0.000312714081,0,0
4.59937,3.835745e-08,0.00031526507199999994,0,0
4.60437,3.8462496e-08,0.000317733166,0,0
4.60937,3.8679413e-08,0.000320250007,0,0
4.61437,3.8730042e-08,0.000322731879,0,0
4.61937,3.909497300000001e-08,0.000325216783,0,0
4.62437,3.9205909e-08,0.000327794266,0,0
4.62937,3.9436054e-08,0.00033025651599999996,0,0
4.63437,3.9608497e-08,0.000332777037,0,0
4.63937,3.9755978e-08,0.00033525543499999996,0,0
4.64437,4.0086211000000003e-08,0.000337728628,0,0
4.64937,4.0236579e-08,0.00034032427699999995,0,0
4.65437,4.0502851000000004e-08,0.000342762576,0,0
4.65937,4.0420240000000004e-08,0.00034529516499999996,0,0
4.66437,4.0693038000000005e-08,0.000347762947,0,0
4.66937,4.0874701e-08,0.00035025823699999997,0,0
4.67437,4.1173396e-08,0.000352844899,0,0
4.67937,4.1313688e-08,0.000355303897,0,0
4.68437,4.1464999000000004e-08,0.000357793918,0,0
4.68937,4.1629513e-08,0.000360324927,0,0
4.69437,4.1875006000000005e-08,0.000362797139,0,0
4.69937,4.2124303e-08,0.00036533713899999996,0,0
4.70437,4.2287057e-08,0.00036780725099999997,0,0
4.70937,4.2437142000000004e-08,0.000370320784,0,0
4.71437,4.2686571e-08,0.00037283881,0,0
4.71937,4.2716104000000004e-08,0.000375303264,0,0
4.72437,4.2821493e-08,0.000377808585,0,0
4.72937,4.321179e-08,0.00038037300499999997,0,0
4.73437,4.344493400000001e-08,0.000382834047,0,0
4.73937,4.3584396e-08,0.00038536135499999996,0,0
4.74437,4.367542900000001e-08,0.00038784384699999994,0,0
4.74937,4.3871558e-08,0.00039033418799999995,0,0
4.75437,4.3861969000000006e-08,0.00039288830299999996,0,0
4.75937,4.4042580000000004e-08,0.000395344723,0,0
4.76437,4.4349590000000005e-08,0.000397843676,0,0
4.76937,4.446014000000001e-08,0.00040037241999999997,0,0
4.77437,4.4521926e-08,0.000402845484,0,0
4.77937,4.4970112e-08,0.000405349376,0,0
4.78437,4.489262e-08,0.00040797690899999994,0,0
4.78937,4.5104059e-08,0.000410398323,0,0
4.79437,4.526502700000001e-08,0.00041287061499999995,0,0
4.79937,4.5385504e-08,0.000415409459,0,0
4.80437,4.5619035e-08,0.000417875924,0,0
4.80937,4.573968e-08,0.000420419426,0,0
4.81437,4.5982342000000004e-08,0.000422896065,0,0
4.81937,4.6130235e-08,0.000425410744,0,0
4.82437,4.6116622e-08,0.000427920386,0,0
4.82937,4.6370678e-08,0.00043039198499999993,0,0
4.83437,4.6706054000000005e-08,0.000432877457,0,0
4.83937,4.6806869000000005e-08,0.000435464416,0,0
4.84437,4.6942441e-08,0.000437899557,0,0
4.84937,4.693875e-08,0.00044044038,0,0
4.85437,4.7335926000000004e-08,0.000442938264,0,0
4.85937,4.745032e-08,0.00044540408,0,0
4.86437,4.7548836000000005e-08,0.00044791870899999993,0,0
4.86937,4.7808381e-08,0.000450468124,0,0
4.87437,4.7956993e-08,0.000452922856,0,0
4.87937,4.8068669e-08,0.000455431737,0,0
4.88437,4.8242837e-08,0.000457951913,0,0
4.88937,4.848106700000001e-08,0.000460416711,0,0
4.89437,4.860984100000001e-08,0.00046292037199999994,0,0
4.89937,4.8694217000000005e-08,0.00046551888799999997,0,0
4.90437,4.8840978e-08,0.000467942713,0,0
4.90937,4.8828189e-08,0.000470465622,0,0
4.91437,4.9032162000000004e-08,0.000472996017,0,0
4.91937,4.9266791e-08,0.000475433173,0,0
4.92437,4.9449989e-08,0.000477945467,0,0
4.92937,4.9718426000000006e-08,0.00048051078499999997,0,0
4.93437,4.9804673000000007e-08,0.000482959381,0,0
4.93937,4.9845399000000005e-08,0.00048546772700000003,0,0
4.94437,5.011785e-08,0.000488000937,0,0
4.94937,5.0246461e-08,0.000490447543,0,0
4.95437,5.0624689e-08,0.000492951304,0,0
4.95937,5.0700441e-08,0.0004955407319999999,0,0
4.96437,5.0856983e-08,0.000497955446,0,0
4.96937,5.0995533e-08,0.000500510301,0,0
4.97437,5.116148e-08,0.000503010115,0,0
4.97937,5.1172265000000005e-08,0.0005054987919999999,0,0
4.98437,5.1341827000000005e-08,0.000507965816,0,0
4.98937,5.1511887000000005e-08,0.0005105291609999999,0,0
4.99437,5.165161e-08,0.0005129978609999999,0,0
4.99937,5.178012300000001e-08,0.000515496653,0,0
5.00437,5.190984000000001e-08,0.000518006565,0,0
5.00937,5.2223109e-08,0.0005205061879999999,0,0
5.01437,5.240429300000001e-08,0.0005229856600000001,0,0
5.01937,5.2282047e-08,0.000525517376,0,0
5.02437,5.2546644000000006e-08,0.000528077094,0,0
5.02937,5.2873825e-08,0.00053052133,0,0
5.03437,5.2777682e-08,0.00053301874,0,0
5.03937,5.3071179000000007e-08,0.000535564376,0,0
5.04437,5.3149940000000004e-08,0.000538006076,0,0
5.04937,5.337915600000001e-08,0.000540514659,0,0
5.05437,5.3529012000000006e-08,0.000543086819,0,0
5.05937,5.3690838e-08,0.000545508377,0,0
5.06437,5.3808665e-08,0.000548055374,0,0
5.06937,5.4019695e-08,0.0005505536389999999,0,0
5.07437,5.4143564e-08,0.000553026782,0,0
5.07937,5.432871e-08,0.00055552835,0,0
5.08437,5.4517411000000006e-08,0.000558061147,0,0
5.08937,5.4523151e-08,0.000560581218,0,0
5.09437,5.4794474000000006e-08,0.0005630519319999999,0,0
5.09937,5.4889785000000005e-08,0.0005655379569999999,0,0
5.10437,5.5060595000000006e-08,0.000568095628,0,0
5.10937,5.5099765e-08,0.000570536861,0,0
5.11437,5.5332014000000007e-08,0.000573051333,0,0
5.11937,5.5454068e-08,0.000575600495,0,0
5.12437,5.5517986000000003e-08,0.0005780629569999999,0,0
5.12937,5.5707876000000005e-08,0.000580558225,0,0
5.13437,5.5794891000000006e-08,0.000583074246,0,0
5.13937,5.6018341000000005e-08,0.0005855800279999999,0,0
5.14437,5.6011727e-08,0.000588051731,0,0
5.14937,5.6080767000000006e-08,0.000590549228,0,0
5.15437,5.6293236e-08,0.000593151875,0,0
5.15937,5.6429125000000005e-08,0.0005955770189999999,0,0
5.16437,5.6751179000000004e-08,0.0005980767909999999,0,0
5.16937,5.6914485e-08,0.0006006271119999999,0,0
5.17437,5.6976541000000004e-08,0.000603076581,0,0
5.17937,5.7215292e-08,0.000605574169,0,0
5.18437,5.7244158000000004e-08,0.0006081026859999999,0,0
5.18937,5.7489005000000004e-08,0.000610620086,0,0
5.19437,5.7553995e-08,0.000613094728,0,0
5.19937,5.7693321e-08,0.0006155876709999999,0,0
5.20437,5.7774366e-08,0.0006181326309999999,0,0
5.20937,5.7912781000000003e-08,0.0006205768859999999,0,0
5.21437,5.798849e-08,0.000623090538,0,0
5.21937,5.8227110000000004e-08,0.000625651365,0,0
5.22437,5.8441195000000006e-08,0.000628099328,0,0
5.22937,5.8505258e-08,0.000630623912,0,0
5.23437,5.8633548e-08,0.0006330989029999999,0,0
5.23937,5.875427100000001e-08,0.000635656994,0,0
5.24437,5.8894429000000006e-08,0.000638092297,0,0
5.24937,5.9042593e-08,0.000640603527,0,0
5.25437,5.915034200000001e-08,0.000643169844,0,0
5.25937,5.9468547000000006e-08,0.0006456025469999999,0,0
5.26437,5.960860100000001e-08,0.0006481281279999999,0,0
5.26937,5.9694248e-08,0.0006506112769999999,0,0
5.27437,5.97422e-08,0.000653158263,0,0
5.27937,5.970242900000001e-08,0.0006556101099999999,0,0
5.28437,5.9809518e-08,0.00065811541,0,0
5.28937,6.005059800000001e-08,0.000660694085,0,0
5.29437,6.0249001e-08,0.0006631402010000001,0,0
5.29937,6.0446529e-08,0.000665659678,0,0
5.30437,6.0623292e-08,0.0006681244759999999,0,0
5.30937,6.065830600000001e-08,0.000670698395,0,0
5.31437,6.063363000000001e-08,0.000673122267,0,0
5.31937,6.0821092e-08,0.0006756508,0,0
5.32437,6.0967574e-08,0.000678173092,0,0
5.32937,6.1048926e-08,0.000680678568,0,0
5.33437,6.1195691e-08,0.000683158542,0,0
5.33937,6.1445803e-08,0.0006856389269999999,0,0
5.34437,6.1614771e-08,0.0006881879619999999,0,0
5.34937,6.172615400000001e-08,0.000690642373,0,0
5.35437,6.182604700000001e-08,0.0006931522519999999,0,0
5.35937,6.1935276e-08,0.000695648321,0,0
5.36437,6.204885600000001e-08,0.0006982289500000001,0,0
5.36937,6.212107000000001e-08,0.000700660977,0,0
5.37437,6.2324436e-08,0.000703173477,0,0
5.37937,6.2554122e-08,0.00070569628,0,0
5.38437,6.263230800000001e-08,0.0007081786349999999,0,0
5.38937,6.270392600000001e-08,0.000710661337,0,0
5.39437,6.2938649e-08,0.000713158356,0,0
5.39937,6.2922912e-08,0.000715746072,0,0
5.40437,6.318993700000001e-08,0.0007181630109999999,0,0
5.40937,6.3354051e-08,0.0007206802109999999,0,0
5.41437,6.3417639e-08,0.000723159219,0,0
5.41937,6.368883200000001e-08,0.0007257169770000001,0,0
5.42437,6.370482100000001e-08,0.000728173491,0,0
5.42937,6.3751833e-08,0.0007306762199999999,0,0
5.43437,6.388748600000001e-08,0.000733247858,0,0
5.43937,6.411614299999999e-08,0.0007356938129999999,0,0
5.44437,6.413284899999999e-08,0.000738215232,0,0
5.44937,6.434456900000001e-08,0.0007406839479999999,0,0
5.45437,6.4375525e-08,0.000743243364,0,0
5.45937,6.4427717e-08,0.000745688752,0,0
5.46437,6.482631499999999e-08,0.0007481967849999999,0,0
5.46937,6.483694900000001e-08,0.000750686571,0,0
5.47437,6.5005895e-08,0.000753271031,0,0
5.47937,6.490792500000001e-08,0.0007556946279999999,0,0
5.48437,6.5108813e-08,0.000758216888,0,0
5.48937,6.5241446e-08,0.0007606905440000001,0,0
5.49437,6.546629e-08,0.0007632488039999999,0,0
5.49937,6.5654417e-08,0.000765692146,0,0
5.50437,6.562544900000001e-08,0.000768206314,0,0
5.50937,6.574421100000001e-08,0.0007707624479999999,0,0
5.51437,6.5869277e-08,0.0007732327259999999,0,0
5.51937,6.6034469e-08,0.000775736028,0,0
5.52437,6.6196707e-08,0.0007782130859999999,0,0
5.52937,6.6286563e-08,0.000780753064,0,0
5.53437,6.6295812e-08,0.000783224147,0,0
5.53937,6.651260600000001e-08,0.000785715795,0,0
5.54437,6.6604158e-08,0.000788221245,0,0
5.54937,6.6635056e-08,0.000790780613,0,0
5.55437,6.6883281e-08,0.000793225576,0,0
5.55937,6.7012288e-08,0.0007957300539999999,0,0
5.56437,6.7167009e-08,0.00079821937,0,0
5.56937,6.7295504e-08,0.0008007660459999999,0,0
5.57437,6.7437303e-08,0.0008032269059999999,0,0
5.57937,6.7712086e-08,0.000805720349,0,0
5.58437,6.7707239e-08,0.0008082209319999999,0,0
5.58937,6.7826982e-08,0.0008108479969999999,0,0
5.59437,6.790233200000001e-08,0.000813228465,0,0
5.59937,6.817662300000001e-08,0.0008157700019999999,0,0
5.60437,6.8197065e-08,0.0008182387479999999,0,0
5.60937,6.8210844e-08,0.000820806439,0,0
5.61437,6.826497500000001e-08,0.0008232352009999999,0,0
5.61937,6.856025699999999e-08,0.000825751354,0,0
5.62437,6.860120800000001e-08,0.000828244809,0,0
5.62937,6.881013400000001e-08,0.0008308244739999999,0,0
5.63437,6.8770764e-08,0.000833237994,0,0
5.63937,6.907794800000001e-08,0.0008357827969999999,0,0
5.64437,6.9301717e-08,0.000838245045,0,0
5.64937,6.9283784e-08,0.0008407984709999999,0,0
5.65437,6.9333755e-08,0.0008432519569999999,0,0
5.65937,6.9592638e-08,0.000845754542,0,0
5.66437,6.987450200000002e-08,0.0008482820309999999,0,0
5.66937,6.992004900000001e-08,0.000850821062,0,0
5.67437,6.9871867e-08,0.0008532577219999999,0,0
5.67937,7.0047393e-08,0.000855790342,0,0
5.68437,7.0170971e-08,0.000858274118,0,0
5.68937,7.041053e-08,0.0008608113019999999,0,0
5.69437,7.043346699999999e-08,0.000863261968,0,0
5.69937,7.060305e-08,0.0008657778489999999,0,0
5.70437,7.078034900000001e-08,0.0008682826639999999,0,0
5.70937,7.0786289e-08,0.000870834801,0,0
5.71437,7.0855396e-08,0.0008732565419999999,0,0
5.71937,7.0971555e-08,0.0008758037159999999,0,0
5.72437,7.113136600000001e-08,0.000878270114,0,0
5.72937,7.1112138e-08,0.00088083244,0,0
5.73437,7.1417298e-08,0.000883263095,0,0
5.73937,7.127907600000001e-08,0.000885790984,0,0
5.74437,7.1576129e-08,0.0008882684,0,0
5.74937,7.1680499e-08,0.000890881155,0,0
5.75437,7.1877774e-08,0.0008932799579999999,0,0
5.75937,7.1899458e-08,0.000895844065,0,0
5.76437,7.1898158e-08,0.0008982763109999999,0,0
5.76937,7.2200341e-08,0.0009008514879999999,0,0
5.77437,7.213262400000001e-08,0.0009032898949999999,0,0
5.77937,7.225876900000001e-08,0.0009058008059999999,0,0
5.78437,7.2567522e-08,0.000908295647,0,0
5.78937,7.276061300000001e-08,0.0009108715799999999,0,0
5.79437,7.272377400000001e-08,0.000913291822,0,0
5.79937,7.2913786e-08,0.000915829772,0,0
5.80437,7.297723600000001e-08,0.0009182936519999999,0,0
5.80937,7.3027149e-08,0.0009208461109999999,0,0
5.81437,7.320687200000001e-08,0.0009233075499999999,0,0
5.81937,7.3388149e-08,0.000925796513,0,0
5.82437,7.333639300000001e-08,0.000928312121,0,0
5.82937,7.349758600000001e-08,0.00093088152,0,0
5.83437,7.3628248e-08,0.000933320008,0,0
5.83937,7.3708388e-08,0.000935830958,0,0
5.84437,7.4074021e-08,0.0009383151509999999,0,0
5.84937,7.4046727e-08,0.0009408470969999999,0,0
5.85437,7.4112196e-08,0.0009433408319999999,0,0
5.85937,7.432345200000001e-08,0.000945807773,0,0
5.86437,7.441595700000001e-08,0.0009483196619999999,0,0
5.86937,7.44323e-08,0.0009508385239999999,0,0
5.87437,7.4646722e-08,0.0009533791599999999,0,0
5.87937,7.472986600000001e-08,0.0009558166859999999,0,0
5.88437,7.4738288e-08,0.000958348419,0,0
5.88937,7.498989000000001e-08,0.0009608125419999999,0,0
5.89437,7.5112022e-08,0.000963377435,0,0
5.89937,7.530485400000001e-08,0.0009658201279999999,0,0
5.90437,7.5423239e-08,0.0009683254349999999,0,0
5.90937,7.543316900000002e-08,0.0009708318719999999,0,0
5.91437,7.5575205e-08,0.000973438209,0,0
5.91937,7.570076200000001e-08,0.000975837019,0,0
5.92437,7.577012000000001e-08,0.000978380714,0,0
5.92937,7.5791468e-08,0.000980841569,0,0
5.93437,7.5961938e-08,0.000983390549,0,0
5.93937,7.6193107e-08,0.000985847747,0,0
5.94437,7.6141626e-08,0.0009883572619999999,0,0
5.94937,7.628798000000001e-08,0.000990851486,0,0
5.95437,7.6478714e-08,0.000993345851,0,0
5.95937,7.653644600000001e-08,0.000995926778,0,0
5.96437,7.6608319e-08,0.000998350818,0,0
5.96937,7.6592918e-08,0.001000874775,0,0
5.97437,7.6815095e-08,0.0010033471769999999,0,0
5.97937,7.688554600000001e-08,0.001005910382,0,0
5.98437,7.709835400000001e-08,0.001008343595,0,0
5.98937,7.7213412e-08,0.001010862873,0,0
5.99437,7.725943e-08,0.0010133624979999998,0,0
5.99937,7.741846700000001e-08,0.001015923214,0,0
6.00437,7.742466800000001e-08,0.001018373062,0,0
6.00937,7.7509205e-08,0.001020870533,0,0
6.01437,7.7816167e-08,0.001023380703,0,0
6.01937,7.791367800000002e-08,0.001025854882,0,0
6.02437,7.7955052e-08,0.0010284169710000001,0,0
6.02937,7.8190311e-08,0.00103084588,0,0
6.03437,7.830350900000002e-08,0.001033377389,0,0
6.03937,7.8373767e-08,0.001035848441,0,0
6.04437,7.8491041e-08,0.001038435203,0,0
6.04937,7.861718700000001e-08,0.001040858195,0,0
6.05437,7.858326300000001e-08,0.001043381881,0,0
6.05937,7.879700300000001e-08,0.0010458668179999999,0,0
6.06437,7.8826979e-08,0.0010483826039999998,0,0
6.06937,7.8840214e-08,0.001050883389,0,0
6.07437,7.919822700000001e-08,0.001053362224,0,0
6.07937,7.911786900000001e-08,0.0010558823549999998,0,0
6.08437,7.926292900000001e-08,0.001058359727,0,0
6.08937,7.931624600000001e-08,0.001060967621,0,0
6.09437,7.9474711e-08,0.001063362198,0,0
6.09937,7.953770900000001e-08,0.0010659136759999998,0,0
6.10437,7.9767241e-08,0.001068379761,0,0
6.10937,7.9758749e-08,0.0010709234969999998,0,0
6.11437,7.98583e-08,0.001073387293,0,0
6.11937,8.0176074e-08,0.001075870335,0,0
6.12437,8.0111556e-08,0.001078405273,0,0
6.12937,8.0212839e-08,0.001080876977,0,0
6.13437,8.0305398e-08,0.0010834636559999998,0,0
6.13937,8.0435606e-08,0.001085882118,0,0
6.14437,8.049418300000001e-08,0.0010884123360000001,0,0
6.14937,8.071435900000001e-08,0.0010908944289999998,0,0
6.15437,8.0714984e-08,0.001093410661,0,0
6.15937,8.0773243e-08,0.0010959114629999999,0,0
6.16437,8.094501e-08,0.0010983704809999998,0,0
6.16937,8.114414600000002e-08,0.0011009012179999998,0,0
6.17437,8.1188362e-08,0.001103397357,0,0
6.17937,8.1443382e-08,0.001105976472,0,0
6.18437,8.153872100000001e-08,0.001108390364,0,0
6.18937,8.1440793e-08,0.001110935625,0,0
6.19437,8.1625706e-08,0.001113397271,0,0
6.19937,8.1799942e-08,0.0011159348729999998,0,0
6.20437,8.180342700000001e-08,0.001118412416,0,0
6.20937,8.1933615e-08,0.0011209075580000001,0,0
6.21437,8.207634400000002e-08,0.001123415823,0,0
6.21937,8.2079545e-08,0.001125896418,0,0
6.22437,8.222884200000001e-08,0.001128472365,0,0
6.22937,8.235224200000001e-08,0.001130915972,0,0
6.23437,8.2523462e-08,0.0011334229059999999,0,0
6.23937,8.2565372e-08,0.001135913663,0,0
6.24437,8.2751166e-08,0.0011384198369999998,0,0
6.24937,8.2666127e-08,0.001140949359,0,0
6.25437,8.279435e-08,0.00114341596,0,0
6.25937,8.3019931e-08,0.001145906853,0,0
6.26437,8.308372400000001e-08,0.001148406886,0,0
6.26937,8.3128303e-08,0.001151036034,0,0
6.27437,8.312331000000001e-08,0.0011534168340000001,0,0
6.27937,8.3365591e-08,0.001155930595,0,0
6.28437,8.335867500000001e-08,0.0011584550589999998,0,0
6.28937,8.344970600000001e-08,0.001160919798,0,0
6.29437,8.357839000000001e-08,0.00116348881,0,0
6.29937,8.3484991e-08,0.001165927551,0,0
6.30437,8.389639e-08,0.001168432103,0,0
6.30937,8.3879724e-08,0.001170926977,0,0
6.31437,8.408712300000001e-08,0.001173465873,0,0
6.31937,8.409431700000001e-08,0.001175977691,0,0
6.32437,8.429764500000001e-08,0.0011784232199999998,0,0
6.32937,8.445036200000001e-08,0.0011809636869999998,0,0
6.33437,8.4518261e-08,0.001183434453,0,0
6.33937,8.4501604e-08,0.001185985869,0,0
6.34437,8.457813200000001e-08,0.001188446518,0,0
6.34937,8.4786836e-08,0.001190922358,0,0
6.35437,8.494984700000002e-08,0.0011934458709999998,0,0
6.35937,8.5005619e-08,0.001195936896,0,0
6.36437,8.5033044e-08,0.001198534839,0,0
6.36937,8.5118613e-08,0.001200951248,0,0
6.37437,8.5204539e-08,0.0012034615889999999,0,0
6.37937,8.5355843e-08,0.0012059473519999999,0,0
6.38437,8.5405109e-08,0.001208442833,0,0
6.38937,8.5517697e-08,0.001211019843,0,0
6.39437,8.571509800000001e-08,0.001213442876,0,0
6.39937,8.587940100000001e-08,0.0012159513179999999,0,0
6.40437,8.5845096e-08,0.001218461527,0,0
6.40937,8.587584200000002e-08,0.001221019896,0,0
6.41437,8.6025431e-08,0.001223445903,0,0
6.41937,8.610252400000001e-08,0.0012259582749999999,0,0
6.42437,8.6160085e-08,0.001228485037,0,0
6.42937,8.6413594e-08,0.001230961128,0,0
6.43437,8.633291800000002e-08,0.0012334957019999998,0,0
6.43937,8.652691400000001e-08,0.0012359557919999998,0,0
6.44437,8.663476300000001e-08,0.0012384495919999998,0,0
6.44937,8.6863919e-08,0.0012409647489999998,0,0
6.45437,8.6927821e-08,0.001243472219,0,0
6.45937,8.683031200000001e-08,0.001246054548,0,0
6.46437,8.7135228e-08,0.0012484733499999998,0,0
6.46937,8.7156993e-08,0.00125098806,0,0
6.47437,8.7278396e-08,0.0012534768489999998,0,0
6.47937,8.744332500000001e-08,0.001255960014,0,0
6.48437,8.738463900000001e-08,0.001258551542,0,0
6.48937,8.7666478e-08,0.001260956657,0,0
6.49437,8.7937845e-08,0.001263486472,0,0
6.49937,8.784251700000001e-08,0.0012659876579999999,0,0
6.50437,8.7955596e-08,0.001268483499,0,0
6.50937,8.813805600000001e-08,0.0012710428469999999,0,0
6.51437,8.8073832e-08,0.0012734752129999998,0,0
6.51937,8.8166698e-08,0.001275993721,0,0
6.52437,8.8223575e-08,0.001278493244,0,0
6.52937,8.8381689e-08,0.001281001682,0,0
6.53437,8.842308800000001e-08,0.001283499884,0,0
6.53937,8.858044300000001e-08,0.0012859844829999998,0,0
6.54437,8.8603694e-08,0.001288488604,0,0
