Wed Jun 29 15:57:01 2011

Number of Points = 8597
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
0.525976	2.129511	0.000000	0.003160	0.353247

0.399910	2.167516	0.005000	0.003184	0.353317
0.539639	2.141183	0.010000	0.003158	0.353313
0.616743	2.085559	0.015000	0.003144	0.353116
0.522307	2.098780	0.020000	0.003161	0.353095
0.469579	2.064844	0.025000	0.003172	0.352886
0.334273	2.069426	0.030000	0.003197	0.352789
0.355420	2.066608	0.035000	0.003193	0.352793
0.426704	2.053841	0.040000	0.003180	0.352794
0.409354	2.007721	0.045000	0.003184	0.352559
0.396037	2.004923	0.050000	0.003186	0.352533
0.399229	1.951966	0.055000	0.003186	0.352283
0.222589	1.965946	0.060000	0.003219	0.352193
0.447870	1.908689	0.065000	0.003177	0.352118
0.413546	1.873040	0.070000	0.003184	0.351916
0.390124	1.816682	0.075000	0.003188	0.351626
0.402691	1.769578	0.080000	0.003186	0.351411
0.244411	1.751127	0.085000	0.003216	0.351182
0.372830	1.678086	0.090000	0.003192	0.350945
0.297996	1.654505	0.095000	0.003206	0.350766
0.291379	1.603202	0.100000	0.003208	0.350513
0.160025	1.590738	0.105000	0.003233	0.350336
0.192837	1.554002	0.110000	0.003227	0.350188
0.248695	1.481294	0.115000	0.003216	0.349888
0.165282	1.446390	0.120000	0.003232	0.349646
0.017011	1.439978	0.125000	0.003260	0.349483
0.204638	1.359457	0.130000	0.003225	0.349261
0.063929	1.328108	0.135000	0.003252	0.348984
0.066338	1.273699	0.140000	0.003251	0.348724
0.000618	1.245573	0.145000	0.003264	0.348529
-0.019220	1.213680	0.150000	0.003268	0.348357
-0.060295	1.168751	0.155000	0.003276	0.348103
-0.039059	1.143550	0.160000	0.003272	0.347999
-0.088769	1.109268	0.165000	0.003281	0.347789
-0.264025	1.091740	0.170000	0.003315	0.347547
-0.227348	1.064616	0.175000	0.003308	0.347448
-0.090243	1.013110	0.180000	0.003282	0.347320
-0.100418	0.962716	0.185000	0.003284	0.347066
-0.082370	0.895562	0.190000	0.003281	0.346757
-0.156585	0.866170	0.195000	0.003295	0.346547
-0.236940	0.813368	0.200000	0.003311	0.346218
-0.386277	0.800814	0.205000	0.003339	0.346023
-0.257469	0.755691	0.210000	0.003315	0.345918
-0.379495	0.734372	0.215000	0.003338	0.345704
-0.512136	0.730178	0.220000	0.003363	0.345564
-0.380711	0.678362	0.225000	0.003339	0.345429
-0.365543	0.607083	0.230000	0.003336	0.345095
-0.562642	0.625740	0.235000	0.003373	0.345008
-0.507057	0.584930	0.240000	0.003363	0.344859
-0.417389	0.515044	0.245000	0.003346	0.344598
-0.553883	0.508731	0.250000	0.003372	0.344444
-0.640840	0.483088	0.255000	0.003389	0.344240
-0.615939	0.428024	0.260000	0.003384	0.343992
-0.603422	0.353756	0.265000	0.003382	0.343640
-0.586198	0.311603	0.270000	0.003379	0.343448
-0.531803	0.263896	0.275000	0.003369	0.343263
-0.721027	0.251787	0.280000	0.003405	0.343032
-0.879138	0.246803	0.285000	0.003435	0.342864
-0.727271	0.217376	0.290000	0.003406	0.342857
-1.064244	0.215823	0.295000	0.003470	0.342543
-0.720120	0.153994	0.300000	0.003405	0.342551
-0.855641	0.138394	0.305000	0.003431	0.342351
-0.855374	0.124976	0.310000	0.003431	0.342285
-0.946732	0.088991	0.315000	0.003448	0.342024
-0.994390	0.085597	0.320000	0.003457	0.341964
-1.142468	0.112824	0.325000	0.003486	0.341962
-1.145316	0.113115	0.330000	0.003486	0.341961
-1.111609	0.067986	0.335000	0.003480	0.341769
-0.884491	0.006302	0.340000	0.003437	0.341671
-1.015170	-0.041148	0.345000	0.003462	0.341318
-1.050263	-0.059187	0.350000	0.003469	0.341196
-1.080431	-0.074210	0.355000	0.003475	0.341094
-1.030741	-0.132093	0.360000	0.003466	0.340853
-1.166820	-0.142516	0.365000	0.003491	0.340677
-1.207178	-0.167523	0.370000	0.003499	0.340517
-1.154321	-0.211618	0.375000	0.003489	0.340346
-1.255424	-0.227997	0.380000	0.003509	0.340173
-1.334760	-0.219221	0.385000	0.003524	0.340143
-1.325125	-0.264506	0.390000	0.003522	0.339927
-1.371442	-0.254474	0.395000	0.003531	0.339934
-1.382494	-0.292196	0.400000	0.003533	0.339736
-1.531578	-0.291309	0.405000	0.003562	0.339604
-1.501649	-0.296588	0.410000	0.003556	0.339605
-1.432758	-0.319383	0.415000	0.003543	0.339554
-1.489840	-0.356118	0.420000	0.003554	0.339319
-1.604406	-0.334808	0.425000	0.003576	0.339319
-1.752922	-0.308776	0.430000	0.003604	0.339312
-1.664511	-0.323368	0.435000	0.003587	0.339320
-1.788401	-0.300574	0.440000	0.003611	0.339319
-1.653297	-0.326087	0.445000	0.003586	0.339315
-1.674343	-0.371749	0.450000	0.003590	0.339069
-1.988839	-0.324683	0.455000	0.003649	0.339014
-1.746335	-0.347667	0.460000	0.003604	0.339121
-2.089735	-0.283884	0.465000	0.003669	0.339123
-1.743763	-0.309243	0.470000	0.003603	0.339313
-1.693715	-0.398022	0.475000	0.003594	0.338918
-2.004868	-0.363384	0.480000	0.003653	0.338804
-1.937872	-0.375186	0.485000	0.003641	0.338806
-1.886599	-0.385643	0.490000	0.003631	0.338801
-2.039189	-0.355534	0.495000	0.003660	0.338810
-2.144117	-0.336943	0.500000	0.003680	0.338805
-2.170369	-0.332054	0.505000	0.003685	0.338805
-2.151077	-0.335539	0.510000	0.003682	0.338804
-2.123957	-0.322982	0.515000	0.003677	0.338891
-2.004282	-0.362623	0.520000	0.003654	0.338803
-2.039780	-0.355760	0.525000	0.003661	0.338804
-2.098615	-0.347897	0.530000	0.003672	0.338789
-2.212846	-0.365462	0.535000	0.003694	0.338596
-2.327185	-0.309831	0.540000	0.003716	0.338767
-2.127350	-0.367069	0.545000	0.003678	0.338665
-2.358173	-0.339475	0.550000	0.003722	0.338590
-2.333880	-0.344681	0.555000	0.003717	0.338586
-2.336637	-0.344058	0.560000	0.003718	0.338586
-2.315267	-0.348496	0.565000	0.003714	0.338583
-2.349450	-0.341452	0.570000	0.003721	0.338586
-2.303387	-0.349458	0.575000	0.003712	0.338587
-2.262781	-0.368039	0.580000	0.003705	0.338532
-2.583306	-0.349789	0.585000	0.003765	0.338328
-2.506225	-0.312130	0.590000	0.003751	0.338585
-2.395685	-0.353101	0.595000	0.003730	0.338482
-2.585274	-0.359168	0.600000	0.003766	0.338277
-2.656183	-0.308494	0.605000	0.003780	0.338464
-2.384769	-0.386251	0.610000	0.003728	0.338325
-2.578237	-0.359946	0.615000	0.003765	0.338278
-2.601354	-0.355742	0.620000	0.003770	0.338277
-2.533333	-0.384380	0.625000	0.003757	0.338197
-2.881225	-0.339910	0.630000	0.003823	0.338098
-2.644567	-0.346378	0.635000	0.003778	0.338282
-2.586079	-0.378634	0.640000	0.003767	0.338175
-2.928984	-0.337091	0.645000	0.003832	0.338066
-2.613319	-0.370748	0.650000	0.003773	0.338188
-2.879711	-0.355261	0.655000	0.003823	0.338020
-2.838498	-0.362757	0.660000	0.003816	0.338019
-2.952342	-0.342400	0.665000	0.003837	0.338016
-2.776430	-0.374528	0.670000	0.003804	0.338017
-2.799834	-0.369423	0.675000	0.003809	0.338020
-2.924170	-0.346110	0.680000	0.003832	0.338021
-2.936506	-0.344169	0.685000	0.003835	0.338019
-2.889418	-0.384648	0.690000	0.003826	0.337860
-3.252292	-0.313153	0.695000	0.003895	0.337882
-2.791274	-0.405791	0.700000	0.003808	0.337843
-3.372840	-0.280648	0.705000	0.003918	0.337931
-2.945721	-0.341001	0.710000	0.003837	0.338023
-2.955857	-0.382590	0.715000	0.003839	0.337806
-3.357713	-0.309252	0.720000	0.003915	0.337801
-2.933091	-0.387538	0.725000	0.003835	0.337801
-3.411514	-0.288277	0.730000	0.003926	0.337855
-3.015564	-0.376156	0.735000	0.003851	0.337780
-3.328404	-0.339314	0.740000	0.003910	0.337676
-3.338962	-0.337838	0.745000	0.003912	0.337673
-3.304158	-0.292579	0.750000	0.003906	0.337929
-3.096534	-0.382133	0.755000	0.003867	0.337674
-3.288252	-0.346438	0.760000	0.003903	0.337675
-3.458834	-0.314185	0.765000	0.003936	0.337678
-3.444997	-0.317443	0.770000	0.003933	0.337674
-3.243680	-0.353752	0.775000	0.003895	0.337677
-3.324699	-0.372211	0.780000	0.003911	0.337510
-3.535558	-0.346612	0.785000	0.003951	0.337443
-3.620552	-0.312145	0.790000	0.003967	0.337536
-3.348357	-0.347299	0.795000	0.003916	0.337610
-3.575562	-0.338665	0.800000	0.003959	0.337444
-3.668812	-0.321629	0.805000	0.003976	0.337442
-3.464122	-0.324731	0.810000	0.003938	0.337614
-3.635989	-0.327258	0.815000	0.003971	0.337443
-3.599418	-0.333819	0.820000	0.003964	0.337444
-3.728691	-0.310342	0.825000	0.003988	0.337441
-3.700251	-0.315547	0.830000	0.003983	0.337441
-3.621684	-0.329440	0.835000	0.003968	0.337443
-3.696286	-0.316257	0.840000	0.003983	0.337439
-3.802058	-0.297063	0.845000	0.004003	0.337437
-3.741451	-0.307410	0.850000	0.003991	0.337441
-3.633883	-0.368299	0.855000	0.003971	0.337235
-3.864537	-0.349759	0.860000	0.004015	0.337115
-3.978926	-0.329196	0.865000	0.004037	0.337112
-3.907575	-0.341723	0.870000	0.004023	0.337114
-3.807667	-0.359844	0.875000	0.004005	0.337115
-4.192542	-0.275451	0.880000	0.004077	0.337181
-3.728853	-0.340028	0.885000	0.003990	0.337285
-4.160035	-0.286906	0.890000	0.004072	0.337152
-3.932485	-0.334689	0.895000	0.004029	0.337123
-4.128552	-0.277263	0.900000	0.004066	0.337228
-4.085225	-0.308483	0.905000	0.004058	0.337112
-3.928575	-0.336362	0.910000	0.004028	0.337116
-4.094867	-0.305172	0.915000	0.004060	0.337118
-3.984240	-0.331175	0.920000	0.004039	0.337090
-4.254693	-0.291665	0.925000	0.004090	0.337037
-4.070047	-0.321883	0.930000	0.004056	0.337056
-4.323417	-0.292470	0.935000	0.004104	0.336968
-4.159510	-0.334517	0.940000	0.004073	0.336909
-4.491980	-0.249112	0.945000	0.004136	0.337028
-4.076492	-0.346854	0.950000	0.004057	0.336923
-4.304354	-0.320890	0.955000	0.004101	0.336842
-4.467880	-0.290739	0.960000	0.004132	0.336841
-4.344523	-0.313013	0.965000	0.004109	0.336843
-4.323948	-0.317653	0.970000	0.004105	0.336838
-4.240254	-0.332024	0.975000	0.004089	0.336842
-4.352361	-0.311460	0.980000	0.004110	0.336841
-4.549720	-0.333439	0.985000	0.004148	0.336549
-4.472300	-0.290133	0.990000	0.004133	0.336836
-4.524476	-0.342813	0.995000	0.004143	0.336524
-4.498411	-0.289607	1.000000	0.004139	0.336813
-4.494462	-0.357339	1.005000	0.004138	0.336478
-4.640485	-0.331046	1.010000	0.004166	0.336474
-4.753087	-0.277338	1.015000	0.004187	0.336638
-4.359053	-0.370874	1.020000	0.004113	0.336533
-4.565768	-0.344476	1.025000	0.004152	0.336474
-4.648186	-0.367688	1.030000	0.004168	0.336281
-4.700826	-0.361724	1.035000	0.004178	0.336261
-4.901274	-0.297422	1.040000	0.004216	0.336397
-4.815023	-0.309736	1.045000	0.004200	0.336415
-4.644817	-0.332897	1.050000	0.004168	0.336455
-5.035493	-0.290649	1.055000	0.004242	0.336305
-4.609196	-0.347616	1.060000	0.004161	0.336413
-5.099384	-0.269494	1.065000	0.004254	0.336351
-4.631621	-0.354661	1.070000	0.004166	0.336356
-5.042413	-0.299948	1.075000	0.004243	0.336250
-4.890724	-0.327058	1.080000	0.004215	0.336254
-4.877196	-0.329424	1.085000	0.004212	0.336254
-5.017677	-0.304091	1.090000	0.004239	0.336250
-5.052923	-0.298337	1.095000	0.004246	0.336246
-4.893134	-0.327098	1.100000	0.004216	0.336249
-4.954887	-0.322593	1.105000	0.004228	0.336214
-5.384262	-0.275118	1.110000	0.004309	0.336054
-5.062877	-0.296166	1.115000	0.004248	0.336245
-5.053233	-0.297726	1.120000	0.004247	0.336245
-5.038661	-0.352946	1.125000	0.004244	0.335982
-5.266075	-0.320412	1.130000	0.004287	0.335934
-5.405658	-0.264652	1.135000	0.004314	0.336083
-4.961942	-0.344696	1.140000	0.004230	0.336092
-5.558470	-0.243533	1.145000	0.004343	0.336047
-5.019018	-0.340979	1.150000	0.004241	0.336056
-5.469746	-0.282468	1.155000	0.004326	0.335932
-5.354972	-0.302092	1.160000	0.004305	0.335939
-5.332473	-0.306360	1.165000	0.004301	0.335938
-5.381244	-0.297013	1.170000	0.004310	0.335939
-5.279176	-0.315437	1.175000	0.004291	0.335941
-5.197039	-0.359787	1.180000	0.004276	0.335794
-5.533039	-0.321786	1.185000	0.004339	0.335673
-5.454941	-0.337504	1.190000	0.004325	0.335666
-5.569747	-0.315607	1.195000	0.004346	0.335669
-5.657271	-0.298496	1.200000	0.004363	0.335673
-5.638378	-0.282651	1.205000	0.004360	0.335769
-5.319764	-0.349546	1.210000	0.004300	0.335728
-5.617305	-0.306187	1.215000	0.004356	0.335669
-5.575260	-0.317186	1.220000	0.004348	0.335652
-5.562257	-0.355443	1.225000	0.004346	0.335472
-6.060138	-0.242840	1.230000	0.004440	0.335575
-5.474941	-0.354160	1.235000	0.004330	0.335558
-5.635555	-0.319536	1.240000	0.004360	0.335582
-5.922576	-0.316846	1.245000	0.004414	0.335330
-5.571209	-0.343936	1.250000	0.004348	0.335518
-5.996495	-0.304541	1.255000	0.004429	0.335322
-5.819041	-0.336102	1.260000	0.004395	0.335327
-5.833439	-0.333489	1.265000	0.004398	0.335326
-5.999414	-0.302654	1.270000	0.004430	0.335326
-5.866865	-0.327405	1.275000	0.004405	0.335324
-5.828980	-0.334649	1.280000	0.004398	0.335322
-6.006029	-0.301431	1.285000	0.004431	0.335324
-5.805224	-0.348056	1.290000	0.004394	0.335276
-6.162834	-0.299638	1.295000	0.004461	0.335187
-5.725455	-0.379005	1.300000	0.004379	0.335193
-6.358433	-0.273234	1.305000	0.004499	0.335137
-6.046160	-0.296231	1.310000	0.004440	0.335310
-6.138795	-0.323939	1.315000	0.004457	0.335085
-5.989985	-0.325713	1.320000	0.004429	0.335213
-6.294710	-0.295557	1.325000	0.004487	0.335081
-6.139912	-0.324337	1.330000	0.004458	0.335080
-6.245404	-0.304657	1.335000	0.004478	0.335080
-6.338198	-0.286968	1.340000	0.004496	0.335082
-6.143035	-0.323342	1.345000	0.004459	0.335080
-6.204036	-0.312046	1.350000	0.004471	0.335079
-6.154820	-0.351087	1.355000	0.004461	0.334928
-6.556244	-0.291928	1.360000	0.004537	0.334853
-6.190802	-0.334756	1.365000	0.004468	0.334976
-6.645074	-0.257400	1.370000	0.004554	0.334942
-5.994976	-0.393643	1.375000	0.004432	0.334860
-6.620055	-0.301625	1.380000	0.004550	0.334742
-6.527818	-0.318279	1.385000	0.004533	0.334743
-6.295082	-0.359685	1.390000	0.004489	0.334750
-6.481430	-0.324922	1.395000	0.004524	0.334752
-6.548231	-0.312376	1.400000	0.004537	0.334752
-6.574282	-0.351797	1.405000	0.004542	0.334529
-6.584092	-0.306995	1.410000	0.004544	0.334745
-6.685204	-0.342241	1.415000	0.004563	0.334473
-6.592788	-0.308629	1.420000	0.004546	0.334727
-6.906174	-0.284972	1.425000	0.004605	0.334555
-6.496842	-0.325752	1.430000	0.004528	0.334729
-6.882443	-0.275682	1.435000	0.004601	0.334622
-6.608367	-0.310405	1.440000	0.004549	0.334701
-6.662144	-0.347205	1.445000	0.004560	0.334466
-6.769545	-0.327666	1.450000	0.004580	0.334463
-6.825990	-0.317645	1.455000	0.004591	0.334461
-6.824901	-0.317347	1.460000	0.004591	0.334463
-6.819529	-0.317773	1.465000	0.004590	0.334465
-6.787110	-0.372641	1.470000	0.004584	0.334218
-7.514665	-0.215888	1.475000	0.004722	0.334331
-6.409252	-0.398824	1.480000	0.004513	0.334436
-7.385167	-0.218318	1.485000	0.004697	0.334437
-6.684487	-0.390973	1.490000	0.004565	0.334219
-7.203904	-0.238801	1.495000	0.004663	0.334501
-6.964920	-0.382649	1.500000	0.004618	0.333999
-7.106239	-0.251443	1.505000	0.004645	0.334527
-7.025597	-0.382496	1.510000	0.004630	0.333942
-7.009254	-0.286235	1.515000	0.004627	0.334441
